1	2
2	1
3	2
4	1
5	2
6	2
7	1
8	2
9	2
10	1
11	4
12	4
13	4
14	2
15	2
16	2
17	2
18	1
19	2
20	2
21	0
22	2
23	2
24	2
25	1
26	2
27	2
28	0
29	2
30	1
31	1
32	2
33	2
34	2
35	2
36	2
37	1
38	1
39	2
40	1
41	2
42	1
43	2
44	1
45	1
46	2
47	2
48	1
49	2
50	0
51	2
52	2
53	2
54	2
55	2
56	2
57	1
58	2
59	1
60	2
61	1
62	2
63	2
64	2
65	2
66	2
67	2
68	1
69	2
70	1
71	2
72	3
73	1
74	1
75	2
76	2
77	0
78	0
79	3
80	2
81	2
82	2
83	2
84	3
85	3
86	3
87	3
88	2
89	0
90	2
91	2
92	2
93	2
94	2
95	0
96	2
97	3
98	0
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	3
107	2
108	1
109	2
110	2
111	0
112	1
113	1
114	2
115	1
116	1
117	0
118	0
119	0
120	0
121	2
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	2
131	2
132	2
133	0
134	3
135	2
136	1
137	0
138	0
139	0
140	2
141	2
142	0
143	0
144	0
145	0
146	2
147	2
148	2
149	4
150	0
151	2
152	3
153	2
154	2
155	2
156	2
157	2
158	2
159	0
160	2
161	2
162	0
163	2
164	2
165	1
166	1
167	1
168	2
169	2
170	3
171	3
172	2
173	0
174	0
175	2
176	2
177	0
178	2
179	2
180	2
181	0
182	2
183	0
184	0
185	2
186	1
187	3
188	3
189	2
190	0
191	2
192	2
193	2
194	1
195	3
196	0
197	0
198	0
199	2
200	0
201	2
202	2
203	2
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	2
219	2
220	2
221	2
222	0
223	2
224	2
225	2
226	2
227	1
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	2
240	1
241	1
242	1
243	1
244	1
245	2
246	1
247	1
248	2
249	1
250	0
251	2
252	0
253	1
254	2
255	1
256	1
257	0
258	0
259	2
260	2
261	2
262	1
263	1
264	2
265	0
266	2
267	2
268	1
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	0
277	3
278	3
279	1
280	2
281	0
282	0
283	0
284	2
285	0
286	0
287	0
288	1
289	0
290	1
291	1
292	0
293	3
294	3
295	3
296	1
297	1
298	2
299	2
300	2
301	3
302	1
303	1
304	1
305	1
306	2
307	2
308	0
309	1
310	1
311	1
312	1
313	1
314	2
315	2
316	1
317	1
318	1
319	1
320	0
321	0
322	0
323	2
324	0
325	0
326	1
327	2
328	1
329	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	2
340	1
341	1
342	1
343	2
344	2
345	1
346	1
347	1
348	1
349	1
350	1
351	1
352	1
353	1
354	1
355	2
356	2
357	2
358	2
359	2
360	2
361	1
362	1
363	1
364	1
365	2
366	1
367	1
368	1
369	1
370	1
371	1
372	1
373	1
374	1
375	1
376	0
377	0
378	2
379	0
380	1
381	1
382	0
383	0
384	0
385	0
386	0
387	2
388	1
389	2
390	2
391	0
392	0
393	2
394	2
395	2
396	3
397	0
398	2
399	3
400	2
401	3
402	3
403	2
404	2
405	1
406	1
407	2
408	2
409	2
410	1
411	2
412	1
413	2
414	0
415	2
416	1
417	1
418	1
419	2
420	0
421	0
422	2
423	3
424	2
425	0
426	0
427	2
428	2
429	0
430	2
431	2
432	2
433	2
434	2
435	2
436	2
437	2
438	2
439	0
440	2
441	2
442	4
443	4
444	4
445	2
446	2
447	2
448	2
449	2
450	2
451	2
452	2
453	2
454	2
455	0
456	2
457	2
458	2
459	2
460	2
461	0
462	2
463	2
464	2
465	2
466	2
467	2
468	2
469	2
470	2
471	2
472	0
473	2
474	2
475	2
476	2
477	2
478	0
479	0
480	0
481	0
482	0
483	2
484	0
485	0
486	2
487	0
488	0
489	0
490	2
491	2
492	2
493	2
494	2
495	2
496	2
497	2
498	2
499	2
500	2
501	2
502	1
503	2
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	2
527	0
